43	0	1083	66	32
44	0	183	66	32
44	1	1324	66	32
45	0	193	66	4
46	0	892	66	32
47	0	896	66	4
48	0	900	2	32
48	1	1000	2	32
48	2	1004	2	32
49	0	904	66	32
50	0	912	65	2
50	1	1320	65	2
51	0	1328	66	32
52	0	187	66	4
52	1	626	66	4
53	0	920	66	2
54	0	761	66	32
55	0	924	66	32
55	1	1480	66	32
56	0	67	66	32
56	1	453	66	32
57	0	928	66	4
58	0	781	65	32
59	0	789	65	2
59	1	1214	65	2
59	2	1218	65	2
59	3	1266	65	2
60	0	877	65	131
61	0	881	65	2
61	1	1400	66	4
61	2	1416	65	2
62	0	63	65	2
62	1	1432	65	2
62	2	1436	65	2
62	3	1440	65	2
62	4	1444	65	2
62	5	1448	65	3
62	6	1452	65	2
62	7	1456	65	2
62	8	1460	65	2
62	9	1464	65	2
62	10	1468	65	2
62	11	1472	65	2
62	12	1476	65	2
62	13	1532	65	2
63	0	796	65	38
64	0	75	65	38
65	0	45	65	38
65	1	1396	65	2
66	0	59	66	32
66	0	746	65	2
66	0	752	65	2
66	1	365	66	32
67	0	83	65	2
67	2	714	69	10
67	3	800	65	2
67	4	804	65	2
67	5	1420	65	2
67	6	1424	65	2
67	7	1524	65	2
68	0	107	67	135
68	1	718	65	2
69	0	122	81	4
69	1	662	65	131
70	0	122	81	4
70	1	662	65	131
71	0	160	65	131
71	0	751	65	2
72	0	1103	65	38
72	1	1107	66	32
72	2	1283	194	32
73	0	1119	65	32
74	0	1024	65	131
74	1	1520	1	131
75	0	1287	66	32
76	0	79	66	32
76	1	1488	66	32
76	2	1508	66	32
77	0	126	65	2
78	0	114	66	32
79	0	1303	65	131
80	0	1360	66	32
81	0	205	65	131
81	1	381	65	131
81	2	385	193	131
81	3	389	65	2
81	4	393	193	131
81	5	397	65	131
81	6	505	65	131
81	7	509	65	131
81	8	634	193	131
81	9	638	65	131
81	10	642	65	131
81	11	650	66	133
81	12	654	66	133
81	13	658	66	133
81	14	785	193	131
81	15	1142	66	133
81	16	1295	69	139
81	17	1428	65	131
82	0	219	65	131
82	1	401	65	131
82	2	405	65	131
82	3	513	66	2
82	4	678	65	2
82	5	837	66	2
82	6	841	66	2
82	7	845	66	2
82	8	849	66	2
82	9	1099	66	4
82	10	1123	66	2
82	11	1262	66	2
82	12	1279	66	2
82	13	1299	65	131
82	14	1364	65	131
82	15	1500	65	131
83	0	228	65	131
83	1	517	65	2
83	2	853	66	2
83	3	857	65	131
83	4	861	65	131
83	5	865	65	131
83	6	1291	65	131
83	7	1384	65	131
83	8	1408	65	131
84	0	234	193	131
84	1	409	193	131
84	2	413	65	131
84	3	473	193	131
84	4	477	86	44
85	0	238	65	131
85	1	521	65	131
85	2	525	65	2
85	3	529	66	4
85	4	614	2	4
85	5	618	2	4
85	6	646	65	2
85	7	824	2	4
85	8	828	2	4
85	9	1091	2	4
85	10	1095	2	4
85	11	1111	66	2
85	12	1512	66	2
86	0	252	193	2
86	0	750	65	2
86	1	533	73	18
86	2	1536	73	18
86	3	1544	65	131
87	0	258	193	131
87	1	537	65	131
87	2	541	73	147
87	3	968	65	131
87	4	972	66	2
87	5	1254	65	2
87	6	777	66	2
87	7	1376	86	44
87	8	1540	65	2
87	9	1548	65	131
88	0	264	65	2
88	1	417	65	2
88	2	964	65	2
88	3	339	64	0
88	4	808	86	44
89	0	270	65	131
89	1	545	65	2
89	2	549	65	131
89	3	980	65	131
89	4	984	65	2
89	5	916	65	131
90	0	279	65	131
90	1	421	65	131
90	2	553	193	131
90	3	557	193	131
90	4	976	66	2
91	0	286	65	2
91	1	425	193	2
91	2	429	65	2
91	3	433	65	2
91	4	1222	65	2
91	5	1234	65	2
91	6	1238	86	44
91	7	1242	86	44
91	8	1246	1	2
91	9	1504	1	2
92	0	291	199	143
92	1	481	65	131
92	2	485	1	131
92	3	489	1	131
92	4	493	65	2
92	5	497	65	131
92	6	501	135	143
92	7	1404	65	131
92	8	1552	65	131
93	0	297	193	131
93	1	561	65	131
93	2	565	65	131
93	3	569	65	131
93	4	682	65	131
93	5	698	65	131
93	6	702	65	131
93	7	706	65	131
93	8	710	65	131
93	9	722	65	131
93	10	726	65	131
93	11	730	65	131
93	12	734	65	131
93	13	932	65	131
93	14	936	65	133
93	15	940	199	143
93	16	944	65	2
93	17	948	65	2
93	18	1528	65	2
94	0	304	199	14
94	1	869	199	14
94	2	873	71	14
95	0	312	65	131
95	1	573	65	131
95	2	832	65	2
95	3	1274	65	131
95	4	1150	65	131
96	0	317	65	131
96	1	441	65	131
96	2	445	65	131
96	3	578	65	131
96	4	1115	65	2
96	5	1146	66	2
97	0	327	65	2
97	1	582	65	2
97	2	586	65	2
97	3	1154	65	2
97	4	1270	65	2
97	5	1380	65	2
98	0	333	65	2
98	1	449	65	2
98	2	1020	66	2
98	3	1250	86	44
99	0	343	65	131
99	1	686	1	131
99	2	738	65	131
99	3	742	65	131
99	4	888	66	2
99	5	1071	66	2
99	6	1226	1	38
99	7	1230	23	46
99	8	1368	16	32
99	9	1372	1	2
99	10	1492	66	2
100	0	312	65	2
100	1	573	65	2
100	2	832	65	2
101	0	148	65	2
102	0	1312	65	2
103	0	182	65	2
104	0	28	65	2
105	0	32	65	2
106	0	71	65	2
107	0	118	81	34
108	0	24	65	2
109	0	36	65	2
110	0	20	65	2
